"Kod";"Stav"
"JKC-BS73UA";1
"JKC-BS73W";1
"JKC-CF29FT";0
"JKC-CL33FQ";1
"JKC-CL33UA";0
"JKC-CL35WA";0
"JKC-CR28FQ";0
"JKC-CR28P";0
"JKC-EP68BA";1
"JKC-EP68UA";0
"JKC-EP92BA";0
"JKC-EP92BD";1
"JKC-EP92UA";0
"JKC-EP92UB";0
"JKC-EP92UC";0
"JKC-EP94UA";0
"JKC-FH52FU";0
"JKC-FL07SA";1
"JKC-FL09SA";1
"JKC-FL09SB";1
"JKC-FL09UA";0
"JKC-FL11CA";1
"JKC-FL13";1
"JKC-FL21";1
"JKC-FL21B";0
"JKC-HR54UA";0
"JKC-HR60BM";0
"JKC-HR66FU";0
"JKC-PC03B";0
"JKC-PC03CA";1
"JKC-PC03CB";0
"JKC-SP88A";0
"JKC-SP88UA";0
"JKC-SS39FQ";0
"JKC-SS39FU";0
"JKC-SS39PA";0
"JKC-TB36FQ";0
"JKC-TB42FQ";0
"JKC-TB42UA";0
"JKC-TB46BA";0
"JKC-TB46FU";1
"JKC-TB48BA";0
"JKC-TR10A";1
"JKC-TR10FQ";1
"JKC-TR18FQ";1
"JKC-TR18FU";0
"JKC-TR18UA";1
"JKC-TR22FQ";1
"JKC-TR22LA";1
"JKC-TS67FQ";1
"JKC-TS67FU";1
"JKC-TS67UA";1
"JKC-TU80UA";1
"JKC-TU80UB";0
"JKC-TU82UA";1
"JKC-TU82UB";0
"JKC-TU96AB-JU";0
"JKC-TU96UA";0
"JMP1000M";0
"JMP1000MN";0
"JMP1000MS";0
"JMP1101M";0
"JMP1101MS";1
"JPC1000";1
"JPC1000E";1
"JPC1010";1
"JPC1100E";1
"JPJCMTC01";0
"JPJCMTRK1";0
"JRS700";1
"JRS700GE";1
"JSP1000";1
"JSP1000B";0
"JSP1000S";1
"JSP1000SB";1
"JSP1010";1
"JSP1010S";1
"JSP1100";0
"JSP1100S";0
"JSP1110";1
"JSP1110S";0
"JSS1000Q";1
"JSS1100Q";1
"JSS1100SGQ";1
"JTB1100FQ";1
"JTB1100FRQ";1
"JTB1100FSQ";1
"JTB1100RQ";1
"JTB1100S";0
"JTB1100SQ";1
"JTB1150FOQ";0
"JTB1150FQ";0
"JTB1150FROQ";1
"JTB1150FRQ";1
"JTB1150FSQ";1
"JTB1160F-PACKAGE";0
"JTB1160FOQ";0
"JTB1160FQ";0
"JTB1160FROQ";0
"JTB1160FRQ";1
"JTB1180Q";1
"JTB1180RQ";1
"JTB1180SQ";0
"JTB1236RSGT";0
"JTB700A";1
"JTB700Q";0
"JTB700VQ";1
"JTB700VRQ";1
"JTB700VSQ";0
"JTB710A";1
"JTB710FQ";1
"JTB710FRQ";1
"JTB710Q";1
"JTB710RQ";1
"JTB720VQ";1
"JTB720VRQ";1
"JTB720VSQ";1
"JTB730A";1
"JTB730Q";1
"JTR1100Q";1
"JTR1100SQ";1
"JTR1110RQ";1
"JTR1110RSQ";1
"JTR1150Q";1
"JTR1150SQ";1
"JTR1160RQ";1
"JTR1160RSQ";1
"JTR500A";1
"JTR500Q";0
"JTR500SQ";1
"JTR700Q";1
"JTR700RQ";1
"JTR700RQ-3";0
"JTR700RSQ";1
"JTR700SQ";0
"JTR701Q";0
"JTR701Q-3";0
"JTR710Q";1
"JTR710SQ";1
"JTS1100Q";0
"JTS1100SGQ";1
"JTS1100SQ";0
"JTS500A";1
"JTS500Q";1
"JTS700Q";1
"JTU1000MS";1
"JTU1005M";0
"JTU1005MS";0
"JTU1010";1
"JTU1010S";0
"JTU1020";1
"JTU1020S";0
"JTU1030M";1
"JTU1030MN";0
"JTU1030MS";0
"JTU1101M";1
"JTU1101MS";1
"JTU1110";1
"JTU1110S";0
"JTU1140";1
"JTU1140S";0
"JTU1150";1
"JTU705";1
"JTU705S";0
"JTU730";0
"JTU730S";0
"JWM-ASK2";0
"JWM-BCK1";1
"JWM-BCK1S";0
"JWM-BSK1";0
"JWM-CLK1";1
"JWM-CLK1S";1
"JWM-SSK1";0
"JWM-TSK1";1
"KTAZCDE";0
"KTAZCEN";0
"KTJFLWKDEEN";1
"KTJPBFLUTEEN";1
"KTJPK";1
"KTJPSCHFLE";0
"KTMJFLIGHTCASEBD3618";0
"LABT03E";1
"LAD03";1
"LAD03E";1
"LAD09";1
"LAD09E";1
"LAD09E2";1
"LAD10E";0
"LAD50E";1
"LAD60E";1
"LAJ03E";0
"LAL03";1
"LAL03E";0
"LAL09E";1
"LAL09E2";0
"LALV03";0
"LALV03E";0
"LALV03E2";1
"LALV09";1
"LAOMV03E";1
"LAOMV09";1
"LAOMV40R";1
"LAOMV40RE";0
"LKFCLB";1
"LKFCLC";1
"LKFCLS";1
"LKFCLT";0
"LKHWC-B";1
"LKHWC-C";1
"LKHWC-S";1
"LKHWC-T";0
"LKO-AK-B";1
"LKO-AK-BAE";0
"LKO-AK-C";1
"LKO-AK-CAE";1
"LKO-AK-S";1
"LKO-AK-SL";1
"LKO-AK-SP";1
"LKO-AK-T";0
"LKO-AK-TAE";1
"LKO-KG100N";1
"LKO-KG100NE";1
"LKO-KG100S";1
"LKO-KG100SE";1
"LKO-KG50N";1
"LKO-KG50S";1
"LKO-KG75N";1
"LKO-KG75S";1
"LKO-KO-B";0
"LKO-KO-C";1
"LKO-KO-S";1
"LKO-KO-T";1
"LKO-KPP-B";1
"LKO-KPP-C";0
"LKO-KPP-S";0
"LKO-KPP-T";0
"LKO-KT-CBK";1
"LKO-KT-CBL";0
"LKO-KT-CRD";0
"LKO-KT-SBK";1
"LKO-KT-SBL";1
"LKO-KT-SCB";1
"LKO-KT-SPI";1
"LKO-KT-SPU";1
"LKO-KT-SRD";1
"LKO-KT-SSG";1
"LKO-KT-SYE";1
"LKTKBLB";1
"LKTKBLC";1
"LKTKBLS";1
"LKTKBLT";0
"LKTNBLB";1
"LKTNBLC";1
"LKTNBLS";1
"LKTNBLT";1
"LKUACS-C";1
"LKUACS-CEC";1
"LKUACS-CET";1
"LKUACS-T";1
"LKUACST-5CET";1
"LKUACST-6CET";1
"LKUACST-8CET";1
"LKUACST-B";1
"LKUACST-C";1
"LKUACST-CEB";1
"LKUACST-CEC";1
"LKUACST-CEG";1
"LKUACST-CET";1
"LKUACST-S";1
"LKUACST-T";1
"LKUCDSTC";0
"LKUCDSTCEC";1
"LKUCDSTCET";1
"LKUCDSTS";0
"LKUCDSTT";1
"LKUFB-CETC";1
"LKUFB-CETT";1
"LKUFBEBU";1
"LKUFM-5CET";1
"LKUFM-C";1
"LKUFM-CEB";1
"LKUFM-CEC";1
"LKUFM-CET";1
"LKUFM-CETC";1
"LKUFM-CETT";1
"LKUFM-T";1
"LKUJMS-AWT2";1
"LKUJMS-EWT1";1
"LKULU21-B";1
"LKULU21-C";1
"LKULU21-S";1
"LKULU21-T";1
"LKUMA-5T";1
"LKUMA-6T";0
"LKUMA-8T";0
"LKUMA-B";1
"LKUMA-C";1
"LKUMA-CEC";1
"LKUMA-CET";1
"LKUMA-EBU";1
"LKUMA-G";1
"LKUMA-P";1
"LKUMA-S";0
"LKUMA-T";1
"LKUMAS-C";0
"LKUMAS-CEB";1
"LKUMAS-CEC";1
"LKUMAS-CET";1
"LKUMAS-T";1
"LKUMRS-CEC";1
"LKUMRS-CET";1
"LKUOA-CEB";1
"LKUOA-CEC";1
"LKUOA-CET";1
"LKUOAB";1
"LKUOAC";1
"LKUOAEBU";1
"LKUOAS";1
"LKUOAT";0
"LKUQM-NACEC";1
"LKUQM-NACET";1
"LKUQM-RDCEB";1
"LKUQM-RDCEC";1
"LKUQM-RDCEG";1
"LKUQM-RDCET";1
"LKUQMBKCEB";1
"LKUQMBKCEC";1
"LKUQMBKCEG";1
"LKUQMBKCET";1
"LKUQMBLCEB";1
"LKUQMBLCEC";1
"LKUQMBLCET";1
"LKUQMPUCEC";1
"LKUQMPUCET";1
"LKUSMBB-CX";1
"LKUSMBB-TX";1
"LKUSPPW-CX";1
"LKUSPPW-TX";1
"LKUSPST-B";1
"LKUSPST-C";0
"LKUSPST-EBU";1
"LKUSPST-S";1
"LKUSPST-T";1
"LKUZR-C";1
"LKUZR-CEC";1
"LKUZR-CET";0
"LKUZR-T";0
"LKZ0108";0
"LKZ0110";0
"LKZ0118";0
"LKZ0120";0
"LKZ0121";0
"LKZ0122";0
"LKZ0124";0
"LKZ0125";0
"LKZ0128";0
"LKZ0130";0
"LKZ0133";0
"MAAV220-10";1
"MAAV225-10";1
"MAAV230-10";1
"MAAV235-10";1
"MAAV240-10";1
"MAAV315-10";0
"MAAV320-10";1
"MAAV325-10";1
"MAAV330-10";1
"MAAV335-10";1
"MAAV340-10";1
"MAAV415-10";1
"MAAV420-10";1
"MAAV425-10";0
"MAAV430-10";0
"MAAV435-10";1
"MAAV440-10";1
"MAAV615-05";1
"MAAV620-05";0
"MAAV625-05";0
"MAAV630-05";0
"MAAV635-05";0
"MAAV640-05";0
"MAAV715-05";1
"MAAV720-05";1
"MAAV725-05";1
"MAAV730-05";0
"MAAV735-05";1
"MAAV740-05";1
"MAB04H";0
"MAB04M";0
"MAB04S";0
"MAB05H";0
"MAB05M";0
"MAB05S";0
"MAB06H";1
"MAB06M";1
"MAB06S";1
"MAEX215-10";0
"MAEX220-10";1
"MAEX225-10";0
"MAEX230-10";1
"MAEX235-10";1
"MAEX240-10";1
"MAEX245-10";1
"MAEX415-10";1
"MAEX420-10";1
"MAEX425-10";1
"MAEX430-10";1
"MAEX435-10";0
"MAEX440-10";0
"MAEX445-10";0
"MAEX515-05";0
"MAEX520-05";0
"MAEX525-05";1
"MAEX530-05";0
"MAEX535-05";1
"MAEX540-05";0
"MAEX545-05";0
"MAEX615-05";1
"MAEX620-05";0
"MAEX625-05";0
"MAEX630-05";0
"MAEX635-05";1
"MAEX640-05";1
"MAEX645-05";0
"MAH04H";0
"MAH04M";0
"MAH04S";0
"MAH05H";0
"MAH05M";0
"MAH05S";0
"MAH06H";1
"MAH06M";0
"MAH06S";0
"MAJZ315-10";0
"MAJZ320-10";0
"MAJZ325-10";1
"MAJZ330-10";0
"MAJZ335-10";0
"MAJZ340-10";1
"MAJZ345-10";1
"MAJZ415-10";0
"MAJZ420-10";0
"MAJZ425-10";0
"MAJZ430-10";1
"MAJZ435-10";1
"MAJZ440-10";1
"MAJZ445-10";0
"MAJZ615-05";1
"MAJZ620-05";0
"MAJZ625-05";0
"MAJZ630-05";0
"MAJZ635-05";0
"MAJZ640-05";1
"MAJZ645-05";1
"MAJZ715-05";1
"MAJZ720-05";1
"MAJZ725-05";0
"MAJZ730-05";0
"MAJZ735-05";0
"MAJZ740-05";1
"MAJZ745-05";0
"MAJZU315-10";0
"MAJZU320-10";0
"MAJZU325-10";0
"MAJZU330-10";0
"MAJZU335-10";1
"MAJZU340-10";1
"MAJZU345-10";0
"MAJZU415-10";0
"MAJZU420-10";0
"MAJZU425-10";0
"MAJZU430-10";0
"MAJZU435-10";1
"MAJZU440-10";1
"MAJZU445-10";0
"MAJZU615-05";1
"MAJZU620-05";0
"MAJZU625-05";0
"MAJZU630-05";0
"MAJZU635-05";0
"MAJZU640-05";1
"MAJZU645-05";0
"MAJZU715-05";1
"MAJZU720-05";1
"MAJZU725-05";1
"MAJZU730-05";1
"MAJZU735-05";1
"MAJZU740-05";1
"MAJZU745-05";0
"MAMX215-10";1
"MAMX220-10";1
"MAMX225-10";0
"MAMX230-10";1
"MAMX235-10";1
"MAMX240-10";0
"MAMX415-10";0
"MAMX420-10";0
"MAMX425-10";0
"MAMX430-10";0
"MAMX435-10";1
"MAMX440-10";1
"MAPG515-05";0
"MAPG520-05";0
"MAPG525-05";1
"MAPG530-05";0
"MAPG535-05";0
"MAPG540-05";0
"MAPG545-05";0
"MAPO215-10";0
"MAPO220-10";0
"MAPO225-10";0
"MAPO230-10";0
"MAPO235-10";1
"MAPO315-10";1
"MAPO320-10";1
"MAPO325-10";1
"MAPO330-10";1
"MAPO335-10";1
"MAPO415-10";0
"MAPO420-10";0
"MAPO425-10";0
"MAPO430-10";0
"MAPO435-10";1
"MAPO615-05";1
"MAPO620-05";1
"MAPO625-05";1
"MAPO630-05";1
"MAPO635-05";1
"MAPO715-05";1
"MAPO720-05";1
"MAPO725-05";1
"MAPO730-05";1
"MAPO735-05";0
"MAPR220-10";0
"MAPR225-10";0
"MAPR230-10";0
"MAPR230P-10";1
"MAPR235-10";0
"MAPR235P-10";1
"MAPR240-10";1
"MAPR245-10";1
"MAPR420-10";0
"MAPR425-10";1
"MAPR430-10";1
"MAPR435-10";1
"MAPR440-10";1
"MAPR445-10";1
"MART1";0
"MART2";0
"MART3";0
"MART4";0
"MART5";1
"MART6";0
"MART7";0
"MARTA";1
"MARTG";0
"MASP020-10";1
"MASP025-10";0
"MASP030-10";1
"MASP035-10";1
"MASP040-10";1
"MASP120-10";1
"MASP125-10";1
"MASP130-10";1
"MASP135-10";1
"MASP140-10";1
"MASP145-10";0
"MASP215-10";0
"MASP220-10";1
"MASP225-10";0
"MASP230-10";0
"MASP235-10";1
"MASP240-10";0
"MASP245-10";1
"MASP315-10";1
"MASP320-10";0
"MASP325-10";0
"MASP330-10";1
"MASP335-10";1
"MASP340-10";1
"MASP345-10";0
"MASP415-10";0
"MASP420-10";1
"MASP425-10";0
"MASP430-10";0
"MASP435-10";0
"MASP440-10";1
"MASP445-10";0
"MASP515-05";1
"MASP520-05";1
"MASP525-05";1
"MASP530-05";0
"MASP535-05";1
"MASP540-05";0
"MASP615-05";0
"MASP620-05";0
"MASP625-05";0
"MASP630-05";0
"MASP635-05";1
"MASP640-05";1
"MASP645-05";0
"MASP715-05";0
"MASP720-05";1
"MASP725-05";0
"MASP730-05";1
"MASP735-05";1
"MASP740-05";1
"MASP745-05";1
"MASP820-05";0
"MASP825-05";0
"MASP830-05";0
"MASP835-05";0
"MASP840-05";0
"MASP920-05";0
"MASP925-05";0
"MASP930-05";0
"MASP935-05";0
"MASP940-05";0
"MASPA15-10";1
"MASPA20-10";1
"MASPA25-10";1
"MASPA30-10";1
"MASPA35-10";1
"MASPA40-10";0
"MASPA45-10";0
"MASPG15-10";1
"MASPG20-10";1
"MASPG25-10";0
"MASPG30-10";0
"MASPG35-10";0
"MASPG40-10";1
"MASPG45-10";1
"MATR215-10";0
"MATR240-10";0
"MATR245-10";0
"MATR415-10";0
"MATR420-10";1
"MATR425-10";1
"MATR430-10";1
"MATR435-10";1
"MATR440-10";1
"MATR445-10";0
"MCCBC1814";1
"MCCBC2014";0
"MCCBC2214";0
"MCCBC2414";0
"MCCBC2614";0
"MCCBS1610";1
"MCCBS1810";1
"MCCBS1814";1
"MCCBS2010";1
"MCCBS2014";0
"MCCBS2210";0
"MCCBS2214";0
"MCCBS2410";1
"MCCBS2414";1
"MCCBS2610";1
"MCCBS2614";1
"MCCSC1310";1
"MCCSC1311";1
"MCCSC1410";1
"MCCSC1412";0
"MCCSS1210";0
"MCCSS1310";1
"MCCSS1406";1
"MCCSS1410";1
"MCCSS1412";1
"MCCT023";0
"MCCT8023";0
"MCMMSB1";1
"MCMMSB2";1
"MCMVQD-MP";0
"MCQAMX1410S-CK-CC";0
"MCQAMX1410S-CK-CC-F";0
"MCQAMX1410S-DK-CC";0
"MCQAMX1410S-DK-CC-F";0
"MCQAMX1410S-PB-CC";1
"MCQAMX1410S-SW-CC";0
"MCQAMX1410S-SW-CC-F";0
"MCQANX1410S-CK-CC";0
"MCQANX1410S-CK-CC-F";0
"MCQANX1410S-DK-CC";1
"MCQANX1410S-DK-CC-F";0
"MCQANX1410S-SW-CC";0
"MCQANX1410S-SW-CC-F";0
"MCQCMB1414-CK-CC";0
"MCQCMB1414-DK-CC";0
"MCQCMB1414-SW-CC";0
"MCQCMB1614-CK-CC";0
"MCQCMB1614-DK-CC";1
"MCQCMB1614-SW-CC";0
"MCQCMB1814-DK-CC";1
"MCQCMB1814-SW-CC";0
"MCQCMB2014-CK-CC";0
"MCQCMB2014-DK-CC";1
"MCQCMB2014-SW-CC";0
"MCQCMB2214-CK-CC";0
"MCQCMB2214-DK-CC";1
"MCQCMB2214-SW-CC";0
"MCQCMB2414-CK-CC";0
"MCQCMB2414-CY-CC";1
"MCQCMB2414-DK-CC";1
"MCQCMB2414-SW-CC";0
"MCQCMB2614-CK-CC";1
"MCQCMB2614-DK-CC";1
"MCQCMB2614-SW-CC";0
"MCQCMB2814-CK-CC";0
"MCQCMB2814-DK-CC";0
"MCQCMB2814-SW-CC";0
"MCQCMB3014-CK-CC";0
"MCQCMB3014-DK-CC";0
"MCQCMB3014-SW-CC";0
"MCQCMB3214-CK-CC";0
"MCQCMB3214-DK-CC";0
"MCQCMB3214-SW-CC";0
"MCQCMX1412S-CK-CC";1
"MCQCMX1412S-CK-CC-F";0
"MCQCMX1412S-DK-CC";0
"MCQCMX1412S-DK-CC-F";0
"MCQCMX1412S-SW-CC";1
"MCQCMX1412S-SW-CC-F";0
"MCQCNT0234-CK-CC";0
"MCQCNT0234-DK-CC";0
"MCQCNT0234-SW-CC";0
"MCQCNT60234-CK-CC";0
"MCQCNT60234-DK-CC";0
"MCQCNT60234-SW-CC";0
"MCQCNT660234-CK-CC";0
"MCQCNT660234-DK-CC";0
"MCQCNT660234-SW-CC";0
"MCQCNT680234-CK-CC";0
"MCQCNT680234-DK-CC";0
"MCQCNT680234-SW-CC";0
"MCQCNX1412S-CK-CC";0
"MCQCNX1412S-CK-CC-F";0
"MCQCNX1412S-DK-CC";0
"MCQCNX1412S-DK-CC-F";0
"MCQCNX1412S-SW-CC";0
"MCQCNX1412S-SW-CC-F";0
"MCQFNT0234-CK-CC";0
"MCQFNT0234-DK-CC";0
"MCQFNT0234-SW-CC";0
"MCQFNT60234-CK-CC";0
"MCQFNT60234-DK-CC";0
"MCQFNT60234-SW-CC";0
"MCQFNT660234-CK-CC";0
"MCQFNT660234-DK-CC";0
"MCQFNT660234-SW-CC";0
"MCQFNT668023-CK-CC";0
"MCQFNT668023-DK-CC";0
"MCQFNT668023-SW-CC";0
"MCQFNT68023-CK-CC";0
"MCQFNT68023-DK-CC";0
"MCQFNT68023-SW-CC";0
"MCQFNT680234-CK-CC";0
"MCQFNT680234-DK-CC";0
"MCQFNT680234-SW-CC";0
"MCQFNT8023-CK-CC";0
"MCQFNT8023-DK-CC";0
"MCQFNT8023-SW-CC";0
"MCQLB1614-CK";0
"MCQLB1614-DK";0
"MCQLB1614-SW";1
"MCQLB1814-CK";0
"MCQLB1814-DK";0
"MCQLB1814-SW";0
"MCQLB2014-CK";0
"MCQLB2014-DK";0
"MCQLB2014-SW";0
"MCQLB2214-CK";1
"MCQLB2214-DK";0
"MCQLB2214-SW";0
"MCQLB2414-CK";0
"MCQLB2414-DK";0
"MCQLB2414-SW";1
"MCQLB2614-CK";0
"MCQLB2614-DK";1
"MCQLB2614-SW";1
"MCQLB2814-CK";0
"MCQLB2814-DK";0
"MCQLB2814-SW";1
"MCQLH01";1
"MCQLH02";0
"MCQLH03";1
"MCQLS1310-CK";0
"MCQLS1310-DK";0
"MCQLS1310-SW";0
"MCQLS1410-CK";0
"MCQLS1410-DK";0
"MCQLS1410-SW";1
"MCQLS1412D-CK";0
"MCQLS1412D-DK";1
"MCQLS1412D-SW";1
"MCQLT023-CK";0
"MCQLT023-DK";0
"MCQLT023-SW";0
"MCQLT60234-CK";0
"MCQLT60234-DK";1
"MCQLT60234-SW";1
"MCQLT68023-CK";0
"MCQLT68023-SW";1
"MCQLT802-CK";0
"MCQLT802-DK";0
"MCQLT802-SW";0
"MCQLT8023-CK";0
"MCQLT8023-DK";0
"MCQLT8023-SW";0
"MCQTM0606-CK-CC";0
"MCQTM0606-DK-CC";1
"MCQTM0606-SW-CC";1
"MCQTM0607-CK-CC";0
"MCQTM0607-DK-CC";0
"MCQTM0607-SW-CC";0
"MCQTM0806-CK-CC";0
"MCQTM0806-DK-CC";1
"MCQTM0806-SW-CC";1
"MCXB750A";1
"MCXS750A";1
"MCXT750A";1
"MDARGON8";1
"MDARGON8M";1
"MDARGON8X";1
"MDCARBON8";1
"MDCARBON8M";1
"MDCARBON8X";1
"MDCOBALT8";1
"MDCOBALT8M";1
"MDCOBALT8X";1
"MJ0627-850K";1
"MJ06STS6";1
"MJ071PB32";1
"MJ520-XBC2414-SW-CC";0
"MJ520-XBC2815-GT-SC";0
"MJ520-XBC2815-SW-SC";0
"MJ540-CCH02";0
"MJ9PGS4";1
"MJAK1432DP";1
"MJAK14D";0
"MJAK14DC";1
"MJAK32P";0
"MJAK32PB";1
"MJAK32PC";0
"MJAQ01";1
"MJAZ02";0
"MJAZ03";1
"MJB2525A";1
"MJB3525A";1
"MJB3525S";1
"MJB526S";0
"MJBT-7820-45";1
"MJBT-7820-50";1
"MJBT-7820-55";1
"MJBT-7820-60";1
"MJBT-7820-65";1
"MJBT-7820-70";1
"MJBT-7820-75";1
"MJBT-7820-80";1
"MJC1518B";1
"MJC1618B";1
"MJC1618C";1
"MJC6518B";1
"MJC6618B";1
"MJC6618C";1
"MJC8622B";1
"MJC8622C";1
"MJCBC2214";0
"MJCBD2816";1
"MJCBD2818";1
"MJCBD3218";0
"MJCBD3222";1
"MJCBD3618";0
"MJCBD3622";0
"MJCBD4018";0
"MJCBD4022";1
"MJCBS1610";0
"MJCFMF13";0
"MJCFMF14";0
"MJCFMH13";0
"MJCFMH14";0
"MJCOA2600A";1
"MJCOA2600G";1
"MJCOA2900A";1
"MJCOA2900G";1
"MJCOA3200A";1
"MJCOA3200G";1
"MJCOC2300A";1
"MJCOC2600A";1
"MJCOC2600AH";1
"MJCOC2600GH";1
"MJCOC2900A";1
"MJCOC2900GH";0
"MJCOC3200A";1
"MJCOC3200AH";1
"MJCOC3200GH";1
"MJCOF2000A";1
"MJCOF2000G";1
"MJCOF2300A";1
"MJCOF2300G";1
"MJCOF2600A";1
"MJCOF2600G";1
"MJCOF2900A";1
"MJCOF2900G";1
"MJCOF3200A";1
"MJCOF3200G";1
"MJCS16-14";1
"MJDCGS116-MH";0
"MJDCGSS116-MH";0
"MJDCSS1120-MH";0
"MJEBG145000MHA";1
"MJEBG145500MH1";1
"MJEBG145500MH1-969";0
"MJEBG146500MHA";1
"MJEMCS1465MA";1
"MJFBS2840";0
"MJGBG032H20MH";0
"MJGBG032H20MH-969";0
"MJGBG032H30MH-969";0
"MJGBG032HMH";0
"MJGCBC23AH";0
"MJGCBC26AH";0
"MJGCBC29AH";0
"MJGCBC32AH";0
"MJGR2000A";0
"MJGR2000AH";0
"MJGR2000G";0
"MJGR2000GH";0
"MJGR2300A";1
"MJGR2300AH";1
"MJGR2300G";1
"MJGR2300GH";1
"MJGR2600A";1
"MJGR2600AH";1
"MJGR2600G";1
"MJGR2600GH";1
"MJGR2900A";1
"MJGR2900AH";1
"MJGR2900G";0
"MJGR2900GH";1
"MJGR3200A";1
"MJGR3200AH";1
"MJGR3200G";0
"MJGR3200GH";1
"MJGRF2000A";1
"MJGRF2000AH";0
"MJGRF2000G";0
"MJGRF2000GH";0
"MJGRF2300A";1
"MJGRF2300AH";1
"MJGRF2300G";0
"MJGRF2300GH";1
"MJGRF2600A";1
"MJGRF2600AH";1
"MJGRF2600G";0
"MJGRF2600GH";1
"MJGRF2900A";1
"MJGRF2900AH";1
"MJGRF2900G";0
"MJGRF2900GH";1
"MJGRF3200A";1
"MJGRF3200AH";1
"MJGRF3200G";0
"MJGRF3200GH";1
"MJGRS2000A";0
"MJGRS2000AH";0
"MJGRS2000G";1
"MJGRS2000GH";0
"MJGRS2300A";1
"MJGRS2300AH";0
"MJGRS2300G";1
"MJGRS2300GH";1
"MJGRS2600A";0
"MJGRS2600AH";1
"MJGRS2600G";0
"MJGRS2600GH";1
"MJGRS2900A";0
"MJGRS2900AH";1
"MJGRS2900G";1
"MJGRS2900GH";1
"MJGRS3200A";1
"MJGRS3200AH";0
"MJGRS3200G";1
"MJGRS3200GH";1
"MJHK1";1
"MJHP20";1
"MJHP23";1
"MJHP26";0
"MJHP29";0
"MJHP32";1
"MJKOPSS28-X60-16C";1
"MJKOPSS28-X60-18C";1
"MJKOPSS28-X60-22C";1
"MJKOPSS32-X60-18C";1
"MJKOPSS32-X60-22C";1
"MJKOPSS36-X60-18C";1
"MJKOPSS36-X60-22C";0
"MJKOPSS40-X60-18C";1
"MJKOPSS40-X60-22C";1
"MJKOPTB28-X60-18C";1
"MJM1412";1
"MJM1543P";1
"MJM1550P";1
"MJM2810";1
"MJM5533D";1
"MJM5533DR";1
"MJM5550H";1
"MJM650DB";1
"MJM650HB";1
"MJM6540P";1
"MJM6543D";1
"MJM6543H";1
"MJM6543P";1
"MJM7550P";1
"MJM7743H";0
"MJM850HB";1
"MJM850HW";1
"MJMAB-2";0
"MJMC6";1
"MJMC8";1
"MJMCB2816";1
"MJMCB2818";0
"MJMCB3218";1
"MJMCB3222";0
"MJMCB3618";1
"MJMCB3622";1
"MJMCB4018";1
"MJMCB4022";0
"MJMCS1440AL";1
"MJMCS1450MA";1
"MJMCS1465MA";1
"MJMCTC0608D";1
"MJMCTC0608D-BZ";1
"MJMCTC0608S";1
"MJMCTC0808D";1
"MJMCTC0808S";1
"MJMCTC1010D";1
"MJMCTC1010S";1
"MJMCTC1210D";1
"MJMCTC1210S";1
"MJMCTC1311D";0
"MJMCTC1311S";1
"MJMCTC1412D";1
"MJMCTC1412S";1
"MJMCTC1514D";0
"MJMCTC1514S";1
"MJMCTC1614D";1
"MJMCTC1614S";1
"MJMCTP0608D";0
"MJMCTP0608D-TK";1
"MJMCTP0608S";1
"MJMCTP0608S-TK";1
"MJMCTP0808D";1
"MJMCTP0808D-TK";1
"MJMCTP0808S";1
"MJMCTP0808S-TK";1
"MJMCTP1009D";1
"MJMCTP1009D-TK";1
"MJMCTP1009S";1
"MJMCTP1009S-TK";1
"MJMCTP1210D";1
"MJMCTP1210D-TK";1
"MJMCTP1210S";1
"MJMCTP1210S-TK";1
"MJMCTP1311D";1
"MJMCTP1311D-TK";1
"MJMCTP1311S";1
"MJMCTP1311S-TK";1
"MJMCTP1412D";1
"MJMCTP1412D-TK";1
"MJMCTP1412S";1
"MJMCTP1412S-TK";1
"MJMCTP1513D";0
"MJMCTP1513D-TK";1
"MJMCTP1513S";1
"MJMCTP1513S-TK";1
"MJMCTP1614D";1
"MJMCTP1614D-TK";1
"MJMCTP1614S";1
"MJMCTP1614S-TK";1
"MJMCTP1816D-TK";1
"MJMFCB3622";1
"MJMFCB4022";1
"MJMFPB3218";1
"MJMFPB3622";1
"MJMFPB4022";1
"MJMK300";1
"MJMOS1325PB";1
"MJMOS1330BR";1
"MJMOS1440BR";1
"MJMOS1450BR";1
"MJMOS1450CR";1
"MJMOS1465BR";1
"MJMOS1465PB";1
"MJMOS1470CR";1
"MJMP2000A";1
"MJMP2000AH";1
"MJMP2000G";0
"MJMP2000GH";0
"MJMP2300A";1
"MJMP2300AH";1
"MJMP2300G";0
"MJMP2300GH";0
"MJMP2600A";1
"MJMP2600AH";1
"MJMP2600G";0
"MJMP2600GH";0
"MJMP2900A";1
"MJMP2900AH";1
"MJMP2900G";0
"MJMP2900GH";0
"MJMP3200A";1
"MJMP3200AH";1
"MJMP3200G";0
"MJMP3200GH";0
"MJMPA2300A";1
"MJMPA2300G";1
"MJMPA2600A";1
"MJMPA2600G";1
"MJMPA2900A";1
"MJMPA2900G";1
"MJMPA3200A";1
"MJMPA3200G";1
"MJMPB2818";1
"MJMPB3218";0
"MJMPB3222";1
"MJMPB3618";1
"MJMPB3622";0
"MJMPB4018";1
"MJMPB4022";1
"MJMPF2000A";1
"MJMPF2000G";0
"MJMPF2300A";0
"MJMPF2300G";1
"MJMPF2300GP";0
"MJMPF2600A";1
"MJMPF2600AP";0
"MJMPF2600G";1
"MJMPF2600GP";0
